0, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0.166667, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0.0277778, 0.0555556, 0.0833333, 0.111111, 0.138889, 0.166667, 0.138889, 0.111111, 0.0833333, 0.0555556, 0.0277778, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0.00462963, 0.0138889, 0.0277778, 0.0462963, 0.0694444, 0.0972222, 0.115741, 0.125, 0.125, 0.115741, 0.0972222, 0.0694444, 0.0462963, 0.0277778, 0.0138889, 0.00462963, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0.000771605, 0.00308642, 0.00771605, 0.0154321, 0.0270062, 0.0432099, 0.0617284, 0.0802469, 0.0964506, 0.108025, 0.112654, 0.108025, 0.0964506, 0.0802469, 0.0617284, 0.0432099, 0.0270062, 0.0154321, 0.00771605, 0.00308642, 0.000771605, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0.000128601, 0.000643004, 0.00192901, 0.00450103, 0.00900206, 0.0162037, 0.0263632, 0.0392233, 0.0540124, 0.0694445, 0.0837191, 0.0945216, 0.100309, 0.100309, 0.0945216, 0.0837191, 0.0694445, 0.0540124, 0.0392233, 0.0263632, 0.0162037, 0.00900206, 0.00450103, 0.00192901, 0.000643004, 0.000128601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 2.14335e-05, 0.000128601, 0.000450103, 0.00120027, 0.00270062, 0.00540124, 0.00977366, 0.0162037, 0.0248843, 0.0357082, 0.048161, 0.061214, 0.0735383, 0.0837191, 0.0904707, 0.0928498, 0.0904707, 0.0837191, 0.0735383, 0.061214, 0.048161, 0.0357082, 0.0248843, 0.0162037, 0.00977366, 0.00540124, 0.00270062, 0.00120027, 0.000450103, 0.000128601, 2.14335e-05, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 3.57225e-06, 2.50057e-05, 0.000100023, 0.000300069, 0.000750172, 0.00165038, 0.00327575, 0.00595493, 0.0100273, 0.0157786, 0.0233553, 0.0326575, 0.0432849, 0.0545375, 0.0654685, 0.0749922, 0.0820438, 0.0857946, 0.0857946, 0.0820438, 0.0749922, 0.0654685, 0.0545375, 0.0432849, 0.0326575, 0.0233553, 0.0157786, 0.0100273, 0.00595493, 0.00327575, 0.00165038, 0.000750172, 0.000300069, 0.000100023, 2.50057e-05, 3.57225e-06, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 5.95374e-07, 4.76299e-06, 2.14335e-05, 7.14449e-05, 0.000196474, 0.000471536, 0.0010169, 0.00200522, 0.00365977, 0.00623952, 0.0100071, 0.0151749, 0.0218431, 0.0299402, 0.0391804, 0.0490493, 0.0588307, 0.0676869, 0.0747719, 0.0793563, 0.0809435, 0.0793563, 0.0747719, 0.0676869, 0.0588307, 0.0490493, 0.0391804, 0.0299402, 0.0218431, 0.0151749, 0.0100071, 0.00623952, 0.00365977, 0.00200522, 0.0010169, 0.000471536, 0.000196474, 7.14449e-05, 2.14335e-05, 4.76299e-06, 5.95374e-07, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 9.92291e-08, 8.93061e-07, 4.46531e-06, 1.63728e-05, 4.91184e-05, 0.000127708, 0.000297092, 0.000630501, 0.00123689, 0.0022649, 0.0039, 0.00635056, 0.00982159, 0.0144774, 0.0203975, 0.0275325, 0.0356698, 0.0444218, 0.0532432, 0.0614792, 0.0684398, 0.0734909, 0.0761478, 0.0761478, 0.0734909, 0.0684398, 0.0614792, 0.0532432, 0.0444218, 0.0356698, 0.0275325, 0.0203975, 0.0144774, 0.00982159, 0.00635056, 0.0039, 0.0022649, 0.00123689, 0.000630501, 0.000297092, 0.000127708, 4.91184e-05, 1.63728e-05, 4.46531e-06, 8.93061e-07, 9.92291e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.65382e-08, 1.65382e-07, 9.096e-07, 3.6384e-06, 1.18248e-05, 3.31094e-05, 8.26082e-05, 0.000187543, 0.000392947, 0.000767702, 0.00140952, 0.00244666, 0.00403407, 0.0063419, 0.00953533, 0.0137466, 0.0190416, 0.0253868, 0.0326237, 0.0404573, 0.0484644, 0.0561241, 0.0628705, 0.0681581, 0.0715327, 0.0726928, 0.0715327, 0.0681581, 0.0628705, 0.0561241, 0.0484644, 0.0404573, 0.0326237, 0.0253868, 0.0190416, 0.0137466, 0.00953533, 0.0063419, 0.00403407, 0.00244666, 0.00140952, 0.000767702, 0.000392947, 0.000187543, 8.26082e-05, 3.31094e-05, 1.18248e-05, 3.6384e-06, 9.096e-07, 1.65382e-07, 1.65382e-08, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
